Date,Hour,Neighborhood,Cases,Deaths,Recovered
2020-04-27,18:00:00,IPANEMA,98,8,76
2020-04-27,18:00:00,IRAJA,50,8,28
2020-04-27,18:00:00,ITANHANGA,24,3,15
2020-04-27,18:00:00,JACARE,7,0,4
2020-04-27,18:00:00,JACAREPAGUA,87,9,53
2020-04-27,18:00:00,JACAREZINHO,1,0,1
2020-04-27,18:00:00,JARDIM AMERICA,17,0,10
2020-04-27,18:00:00,JARDIM BOTANICO,41,3,32
2020-04-27,18:00:00,JARDIM CARIOCA,13,2,5
2020-04-27,18:00:00,JARDIM GUANABARA,18,1,13
2020-04-27,18:00:00,JARDIM SULACAP,9,1,6
2020-04-27,18:00:00,JOA,2,0,2
2020-04-27,18:00:00,LAGOA,62,1,49
2020-04-27,18:00:00,LARANJEIRAS,50,7,29
2020-04-27,18:00:00,LEBLON,125,3,102
2020-04-27,18:00:00,LEME,17,2,12
2020-04-27,18:00:00,LINS DE VASCONCELOS,13,1,9
2020-04-27,18:00:00,MADUREIRA,14,1,8
2020-04-27,18:00:00,MAGALHAES BASTOS,10,2,3
2020-04-27,18:00:00,MANGUEIRA,15,0,5
2020-04-27,18:00:00,MANGUINHOS,11,1,8
2020-04-27,18:00:00,MARACANA,20,1,11
2020-04-27,18:00:00,MARE,12,4,5
2020-04-27,18:00:00,MARECHAL HERMES,25,1,16
2020-04-27,18:00:00,MARIA DA GRACA,2,0,0
2020-04-27,18:00:00,MEIER,54,0,37
2020-04-27,18:00:00,MONERO,1,0,1
2020-04-27,18:00:00,OLARIA,33,2,15
2020-04-27,18:00:00,OSWALDO CRUZ,11,2,5
2020-04-27,18:00:00,PACIENCIA,25,2,12
2020-04-27,18:00:00,PADRE MIGUEL,24,5,12
2020-04-27,18:00:00,PAQUETA,1,0,1
2020-04-27,18:00:00,PARADA DE LUCAS,10,0,8
2020-04-27,18:00:00,PARQUE ANCHIETA,4,0,3
2020-04-27,18:00:00,PAVUNA,39,3,24
2020-04-27,18:00:00,PECHINCHA,22,4,10
2020-04-27,18:00:00,PEDRA DE GUARATIBA,5,2,2
2020-04-27,18:00:00,PENHA,28,2,10
2020-04-27,18:00:00,PENHA CIRCULAR,10,2,7
2020-04-27,18:00:00,PIEDADE,30,5,11
2020-04-27,18:00:00,PILARES,10,1,6
2020-04-27,18:00:00,PITANGUEIRAS,4,1,1
2020-04-27,18:00:00,PORTUGUESA,11,1,5
2020-04-27,18:00:00,PRACA DA BANDEIRA,6,0,3
2020-04-27,18:00:00,PRACA SECA,20,1,14
2020-04-27,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-27,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-27,18:00:00,RAMOS,23,2,16
2020-04-27,18:00:00,REALENGO,76,15,38
2020-04-27,18:00:00,RECREIO DOS BANDEIRANTES,71,9,40
2020-04-27,18:00:00,RIACHUELO,7,1,2
2020-04-27,18:00:00,RIBEIRA,2,1,1
2020-04-27,18:00:00,RICARDO ALBUQUERQUE,6,0,2
2020-04-27,18:00:00,RIO COMPRIDO,33,3,19
2020-04-27,18:00:00,ROCHA,9,0,7
2020-04-27,18:00:00,ROCHA MIRANDA,21,2,12
2020-04-27,18:00:00,ROCINHA,54,6,37
2020-04-27,18:00:00,SAMPAIO,4,0,4
2020-04-27,18:00:00,SANTA CRUZ,41,9,19
2020-04-27,18:00:00,SANTA TERESA,19,1,14
2020-04-27,18:00:00,SANTISSIMO,24,2,14
2020-04-27,18:00:00,SANTO CRISTO,8,1,2
2020-04-27,18:00:00,SAO CONRADO,34,1,29
2020-04-27,18:00:00,SAO CRISTOVAO,19,1,10
2020-04-27,18:00:00,SAO FRANCISCO XAVIER,3,0,2
2020-04-27,18:00:00,SAUDE,1,0,1
2020-04-27,18:00:00,SENADOR CAMARA,18,2,8
2020-04-27,18:00:00,SENADOR VASCONCELOS,7,1,3
2020-04-27,18:00:00,SEPETIBA,11,3,4
2020-04-27,18:00:00,TANQUE,10,2,3
2020-04-27,18:00:00,TAQUARA,46,2,27
2020-04-27,18:00:00,TAUA,11,1,4
2020-04-27,18:00:00,TIJUCA,169,16,88
2020-04-27,18:00:00,TODOS OS SANTOS,9,1,4
2020-04-27,18:00:00,TOMAS COELHO,7,1,3
2020-04-27,18:00:00,TURIACU,2,0,2
2020-04-27,18:00:00,URCA,8,0,5
2020-04-27,18:00:00,VARGEM GRANDE,6,0,5
2020-04-27,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-27,18:00:00,VAZ LOBO,15,1,6
2020-04-27,18:00:00,VICENTE DE CARVALHO,13,4,7
2020-04-27,18:00:00,VIDIGAL,6,1,2
2020-04-27,18:00:00,VIGARIO GERAL,18,5,4
2020-04-27,18:00:00,VILA DA PENHA,18,4,11
2020-04-27,18:00:00,VILA ISABEL,69,7,35
2020-04-27,18:00:00,VILA KENNEDY,1,1,0
2020-04-27,18:00:00,VILA KOSMOS,8,0,4
2020-04-27,18:00:00,VILA VALQUEIRE,16,2,4
2020-04-27,18:00:00,VISTA ALEGRE,11,1,4
2020-04-28,18:00:00,ABOLICAO,8,1,4
2020-04-28,18:00:00,ACARI,11,2,5
2020-04-28,18:00:00,AGUA SANTA,1,0,1
2020-04-28,18:00:00,ALTO DA BOA VISTA,8,1,4
2020-04-28,18:00:00,ANCHIETA,35,1,24
2020-04-28,18:00:00,ANDARAI,20,1,13
2020-04-28,18:00:00,ANIL,19,0,15
2020-04-28,18:00:00,BANCARIOS,5,2,1
2020-04-28,18:00:00,BANGU,91,13,49
2020-04-28,18:00:00,BARRA DA TIJUCA,247,12,175
2020-04-28,18:00:00,BARROS FILHO,13,2,6
2020-04-28,18:00:00,BENFICA,17,4,9
2020-04-28,18:00:00,BENTO RIBEIRO,16,1,10
2020-04-28,18:00:00,BONSUCESSO,52,9,24
2020-04-28,18:00:00,BOTAFOGO,130,6,94
2020-04-28,18:00:00,BRAS DE PINA,29,5,13
2020-04-28,18:00:00,CACHAMBI,19,0,11
2020-04-28,18:00:00,CACUIA,7,2,3
2020-04-28,18:00:00,CAJU,7,1,3
2020-04-28,18:00:00,CAMORIM,3,0,3
2020-04-28,18:00:00,CAMPINHO,7,1,2
2020-04-28,18:00:00,CAMPO DOS AFONSOS,1,0,1
2020-04-28,18:00:00,CAMPO GRANDE,146,20,73
2020-04-28,18:00:00,CASCADURA,10,1,6
2020-04-28,18:00:00,CATETE,19,2,10
2020-04-28,18:00:00,CATUMBI,11,1,7
2020-04-28,18:00:00,CAVALCANTE,5,0,4
2020-04-28,18:00:00,CENTRO,50,2,35
2020-04-28,18:00:00,CIDADE DE DEUS,17,3,6
2020-04-28,18:00:00,CIDADE NOVA,1,0,1
2020-04-28,18:00:00,CIDADE UNIVERSITARIA,2,0,1
2020-04-28,18:00:00,COCOTA,2,1,0
2020-04-28,18:00:00,COELHO NETO,21,3,12
2020-04-28,18:00:00,COLEGIO,17,2,10
2020-04-28,18:00:00,COMPLEXO DO ALEMAO,2,0,2
2020-04-28,18:00:00,COPACABANA,231,23,149
2020-04-28,18:00:00,CORDOVIL,18,1,10
2020-04-28,18:00:00,COSME VELHO,8,1,7
2020-04-28,18:00:00,COSMOS,16,1,11
2020-04-28,18:00:00,COSTA BARROS,13,0,8
2020-04-28,18:00:00,CURICICA,13,2,8
2020-04-28,18:00:00,DEL CASTILHO,13,1,7
2020-04-28,18:00:00,DEODORO,12,1,5
2020-04-28,18:00:00,ENCANTADO,7,1,1
2020-04-28,18:00:00,ENGENHO DA RAINHA,16,2,10
2020-04-28,18:00:00,ENGENHO DE DENTRO,18,0,14
2020-04-28,18:00:00,ENGENHO NOVO,37,2,15
2020-04-28,18:00:00,ESTACIO,9,1,6
2020-04-28,18:00:00,FLAMENGO,76,6,51
2020-04-28,18:00:00,FORA DO MUNICIPIO,163,1,137
2020-04-28,18:00:00,FREGUESIA-ILHA,15,0,14
2020-04-28,18:00:00,FREGUESIA-JPA,32,2,20
2020-04-28,18:00:00,GALEAO,5,2,2
2020-04-28,18:00:00,GAMBOA,1,0,1
2020-04-28,18:00:00,GARDENIA AZUL,8,3,4
2020-04-28,18:00:00,GAVEA,32,5,19
2020-04-28,18:00:00,GLORIA,5,0,2
2020-04-28,18:00:00,GRAJAU,26,1,16
2020-04-28,18:00:00,GUADALUPE,18,1,10
2020-04-28,18:00:00,GUARATIBA,19,2,7
2020-04-28,18:00:00,HIGIENOPOLIS,9,0,7
2020-04-28,18:00:00,HONORIO GURGEL,8,0,4
2020-04-28,18:00:00,HUMAITA,19,0,14
2020-04-28,18:00:00,INDEFINIDO,1565,86,618
2020-04-28,18:00:00,INHAUMA,30,4,16
2020-04-28,18:00:00,INHOAIBA,9,1,3
2020-04-28,18:00:00,IPANEMA,98,8,76
2020-04-28,18:00:00,IRAJA,50,8,28
2020-04-28,18:00:00,ITANHANGA,24,3,15
2020-04-28,18:00:00,JACARE,7,0,5
2020-04-28,18:00:00,JACAREPAGUA,86,9,56
2020-04-28,18:00:00,JACAREZINHO,1,0,1
2020-04-28,18:00:00,JARDIM AMERICA,17,0,10
2020-04-28,18:00:00,JARDIM BOTANICO,42,3,33
2020-04-28,18:00:00,JARDIM CARIOCA,13,2,5
2020-04-28,18:00:00,JARDIM GUANABARA,18,1,13
2020-04-28,18:00:00,JARDIM SULACAP,9,1,6
2020-04-28,18:00:00,JOA,2,0,2
2020-04-28,18:00:00,LAGOA,62,1,49
2020-04-28,18:00:00,LARANJEIRAS,50,7,29
2020-04-28,18:00:00,LEBLON,125,3,102
2020-04-28,18:00:00,LEME,17,2,12
2020-04-28,18:00:00,LINS DE VASCONCELOS,14,1,11
2020-04-28,18:00:00,MADUREIRA,14,1,8
2020-04-28,18:00:00,MAGALHAES BASTOS,10,2,3
2020-04-28,18:00:00,MANGUEIRA,16,0,5
2020-04-28,18:00:00,MANGUINHOS,11,1,8
2020-04-28,18:00:00,MARACANA,20,1,12
2020-04-28,18:00:00,MARE,13,4,5
2020-04-28,18:00:00,MARECHAL HERMES,26,1,16
2020-04-28,18:00:00,MARIA DA GRACA,2,0,0
2020-04-28,18:00:00,MEIER,53,0,37
2020-04-28,18:00:00,MONERO,1,0,1
2020-04-28,18:00:00,OLARIA,33,2,15
2020-04-28,18:00:00,OSWALDO CRUZ,11,2,6
2020-04-28,18:00:00,PACIENCIA,25,2,12
2020-04-28,18:00:00,PADRE MIGUEL,25,5,13
2020-04-28,18:00:00,PAQUETA,1,0,1
2020-04-28,18:00:00,PARADA DE LUCAS,10,0,8
2020-04-28,18:00:00,PARQUE ANCHIETA,4,0,3
2020-04-28,18:00:00,PAVUNA,39,3,24
2020-04-28,18:00:00,PECHINCHA,22,4,11
2020-04-28,18:00:00,PEDRA DE GUARATIBA,5,2,2
2020-04-28,18:00:00,PENHA,29,2,12
2020-04-28,18:00:00,PENHA CIRCULAR,9,2,6
2020-04-28,18:00:00,PIEDADE,30,5,11
2020-04-28,18:00:00,PILARES,10,1,6
2020-04-28,18:00:00,PITANGUEIRAS,4,1,1
2020-04-28,18:00:00,PORTUGUESA,11,1,5
2020-04-28,18:00:00,PRACA DA BANDEIRA,6,0,4
2020-04-28,18:00:00,PRACA SECA,21,1,15
2020-04-28,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-28,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-28,18:00:00,RAMOS,24,2,16
2020-04-28,18:00:00,REALENGO,76,15,39
2020-04-28,18:00:00,RECREIO DOS BANDEIRANTES,71,9,41
2020-04-28,18:00:00,RIACHUELO,7,1,2
2020-04-28,18:00:00,RIBEIRA,2,1,1
2020-04-28,18:00:00,RICARDO ALBUQUERQUE,6,0,2
2020-04-28,18:00:00,RIO COMPRIDO,33,3,21
2020-04-28,18:00:00,ROCHA,9,0,7
2020-04-28,18:00:00,ROCHA MIRANDA,21,2,13
2020-04-28,18:00:00,ROCINHA,53,6,37
2020-04-28,18:00:00,SAMPAIO,4,0,4
2020-04-28,18:00:00,SANTA CRUZ,41,10,19
2020-04-28,18:00:00,SANTA TERESA,20,1,15
2020-04-28,18:00:00,SANTISSIMO,24,2,14
2020-04-28,18:00:00,SANTO CRISTO,8,1,2
2020-04-28,18:00:00,SAO CONRADO,34,1,29
2020-04-28,18:00:00,SAO CRISTOVAO,19,1,11
2020-04-28,18:00:00,SAO FRANCISCO XAVIER,3,0,3
2020-04-28,18:00:00,SAUDE,1,0,1
2020-04-28,18:00:00,SENADOR CAMARA,18,3,9
2020-04-28,18:00:00,SENADOR VASCONCELOS,7,1,3
2020-04-28,18:00:00,SEPETIBA,11,3,4
2020-04-28,18:00:00,TANQUE,10,2,4
2020-04-28,18:00:00,TAQUARA,47,2,28
2020-04-28,18:00:00,TAUA,12,1,4
2020-04-28,18:00:00,TIJUCA,171,16,93
2020-04-28,18:00:00,TODOS OS SANTOS,9,1,4
2020-04-28,18:00:00,TOMAS COELHO,7,1,3
2020-04-28,18:00:00,TURIACU,2,0,2
2020-04-28,18:00:00,URCA,8,0,5
2020-04-28,18:00:00,VARGEM GRANDE,6,0,5
2020-04-28,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-28,18:00:00,VAZ LOBO,16,1,6
2020-04-28,18:00:00,VICENTE DE CARVALHO,14,4,8
2020-04-28,18:00:00,VIDIGAL,6,1,2
2020-04-28,18:00:00,VIGARIO GERAL,18,5,5
2020-04-28,18:00:00,VILA DA PENHA,18,5,11
2020-04-28,18:00:00,VILA ISABEL,70,7,36
2020-04-28,18:00:00,VILA KENNEDY,1,1,0
2020-04-28,18:00:00,VILA KOSMOS,8,0,4
2020-04-28,18:00:00,VILA VALQUEIRE,16,2,5
2020-04-28,18:00:00,VISTA ALEGRE,12,1,5
2020-04-29,18:00:00,ABOLICAO,8,1,4
2020-04-29,18:00:00,ACARI,11,2,6
2020-04-29,18:00:00,AGUA SANTA,1,0,1
2020-04-29,18:00:00,ALTO DA BOA VISTA,8,1,4
2020-04-29,18:00:00,ANCHIETA,35,1,28
2020-04-29,18:00:00,ANDARAI,20,1,13
2020-04-29,18:00:00,ANIL,19,0,15
2020-04-29,18:00:00,BANCARIOS,5,2,1
2020-04-29,18:00:00,BANGU,91,13,58
2020-04-29,18:00:00,BARRA DA TIJUCA,247,12,200
2020-04-29,18:00:00,BARROS FILHO,13,2,6
2020-04-29,18:00:00,BENFICA,17,4,9
2020-04-29,18:00:00,BENTO RIBEIRO,16,1,11
2020-04-29,18:00:00,BONSUCESSO,52,9,26
2020-04-29,18:00:00,BOTAFOGO,130,6,102
2020-04-29,18:00:00,BRAS DE PINA,29,5,17
2020-04-29,18:00:00,CACHAMBI,19,0,15
2020-04-29,18:00:00,CACUIA,7,2,3
2020-04-29,18:00:00,CAJU,7,1,4
2020-04-29,18:00:00,CAMORIM,3,0,3
2020-04-29,18:00:00,CAMPINHO,7,1,3
2020-04-29,18:00:00,CAMPO DOS AFONSOS,1,0,1
2020-04-29,18:00:00,CAMPO GRANDE,146,21,83
2020-04-29,18:00:00,CASCADURA,10,1,6
2020-04-29,18:00:00,CATETE,19,2,11
2020-04-29,18:00:00,CATUMBI,11,1,7
2020-04-29,18:00:00,CAVALCANTE,5,0,5
2020-04-29,18:00:00,CENTRO,50,2,35
2020-04-29,18:00:00,CIDADE DE DEUS,17,3,6
2020-04-29,18:00:00,CIDADE NOVA,1,0,1
2020-04-29,18:00:00,CIDADE UNIVERSITARIA,2,0,1
2020-04-29,18:00:00,COCOTA,2,1,0
2020-04-29,18:00:00,COELHO NETO,21,3,14
2020-04-29,18:00:00,COLEGIO,17,2,13
2020-04-29,18:00:00,COMPLEXO DO ALEMAO,2,0,2
2020-04-29,18:00:00,COPACABANA,231,23,164
2020-04-29,18:00:00,CORDOVIL,18,1,14
2020-04-29,18:00:00,COSME VELHO,8,1,7
2020-04-29,18:00:00,COSMOS,16,1,12
2020-04-29,18:00:00,COSTA BARROS,13,0,8
2020-04-29,18:00:00,CURICICA,13,2,8
2020-04-29,18:00:00,DEL CASTILHO,13,1,10
2020-04-29,18:00:00,DEODORO,12,1,7
2020-04-29,18:00:00,ENCANTADO,7,2,1
2020-04-29,18:00:00,ENGENHO DA RAINHA,16,3,12
2020-04-29,18:00:00,ENGENHO DE DENTRO,18,0,15
2020-04-29,18:00:00,ENGENHO NOVO,37,2,22
2020-04-29,18:00:00,ESTACIO,9,1,6
2020-04-29,18:00:00,FLAMENGO,76,6,56
2020-04-29,18:00:00,FORA DO MUNICIPIO,163,1,141
2020-04-29,18:00:00,FREGUESIA-ILHA,15,1,14
2020-04-29,18:00:00,FREGUESIA-JPA,32,2,22
2020-04-29,18:00:00,GALEAO,5,3,2
2020-04-29,18:00:00,GAMBOA,1,0,1
2020-04-29,18:00:00,GARDENIA AZUL,8,3,4
2020-04-29,18:00:00,GAVEA,32,5,22
2020-04-29,18:00:00,GLORIA,5,0,3
2020-04-29,18:00:00,GRAJAU,26,1,19
2020-04-29,18:00:00,GUADALUPE,18,1,13
2020-04-29,18:00:00,GUARATIBA,19,3,8
2020-04-29,18:00:00,HIGIENOPOLIS,9,0,7
2020-04-29,18:00:00,HONORIO GURGEL,8,0,5
2020-04-29,18:00:00,HUMAITA,19,0,14
2020-04-29,18:00:00,INDEFINIDO,1700,116,746
2020-04-29,18:00:00,INHAUMA,30,4,20
2020-04-29,18:00:00,INHOAIBA,9,1,4
2020-04-29,18:00:00,IPANEMA,98,8,81
2020-04-29,18:00:00,IRAJA,50,8,29
2020-04-29,18:00:00,ITANHANGA,24,3,19
2020-04-29,18:00:00,JACARE,7,0,5
2020-04-29,18:00:00,JACAREPAGUA,86,9,60
2020-04-29,18:00:00,JACAREZINHO,1,0,1
2020-04-29,18:00:00,JARDIM AMERICA,17,0,11
2020-04-29,18:00:00,JARDIM BOTANICO,42,3,35
2020-04-29,18:00:00,JARDIM CARIOCA,13,2,6
2020-04-29,18:00:00,JARDIM GUANABARA,18,1,13
2020-04-29,18:00:00,JARDIM SULACAP,9,1,6
2020-04-29,18:00:00,JOA,2,0,2
2020-04-29,18:00:00,LAGOA,62,1,52
2020-04-29,18:00:00,LARANJEIRAS,50,7,35
2020-04-29,18:00:00,LEBLON,125,3,107
2020-04-29,18:00:00,LEME,17,2,12
2020-04-29,18:00:00,LINS DE VASCONCELOS,14,1,11
2020-04-29,18:00:00,MADUREIRA,14,1,9
2020-04-29,18:00:00,MAGALHAES BASTOS,10,2,5
2020-04-29,18:00:00,MANGUEIRA,16,0,6
2020-04-29,18:00:00,MANGUINHOS,11,1,8
2020-04-29,18:00:00,MARACANA,20,1,13
2020-04-29,18:00:00,MARE,13,4,6
2020-04-29,18:00:00,MARECHAL HERMES,26,1,18
2020-04-29,18:00:00,MARIA DA GRACA,2,0,2
2020-04-29,18:00:00,MEIER,53,0,41
2020-04-29,18:00:00,MONERO,1,0,1
2020-04-29,18:00:00,OLARIA,33,3,22
2020-04-29,18:00:00,OSWALDO CRUZ,11,2,7
2020-04-29,18:00:00,PACIENCIA,25,3,14
2020-04-29,18:00:00,PADRE MIGUEL,25,5,18
2020-04-29,18:00:00,PAQUETA,1,0,1
2020-04-29,18:00:00,PARADA DE LUCAS,10,0,8
2020-04-29,18:00:00,PARQUE ANCHIETA,4,0,4
2020-04-29,18:00:00,PAVUNA,39,3,25
2020-04-29,18:00:00,PECHINCHA,22,4,11
2020-04-29,18:00:00,PEDRA DE GUARATIBA,5,2,3
2020-04-29,18:00:00,PENHA,29,2,16
2020-04-29,18:00:00,PENHA CIRCULAR,9,2,6
2020-04-29,18:00:00,PIEDADE,30,5,12
2020-04-29,18:00:00,PILARES,10,1,8
2020-04-29,18:00:00,PITANGUEIRAS,4,1,3
2020-04-29,18:00:00,PORTUGUESA,11,1,6
2020-04-29,18:00:00,PRACA DA BANDEIRA,6,0,5
2020-04-29,18:00:00,PRACA SECA,21,1,19
2020-04-29,18:00:00,PRAIA DA BANDEIRA,2,0,2
2020-04-29,18:00:00,QUINTINO BOCAIUVA,10,2,4
2020-04-29,18:00:00,RAMOS,24,2,16
2020-04-29,18:00:00,REALENGO,76,16,43
2020-04-29,18:00:00,RECREIO DOS BANDEIRANTES,71,9,46
2020-04-29,18:00:00,RIACHUELO,7,1,2
2020-04-29,18:00:00,RIBEIRA,2,1,1
2020-04-29,18:00:00,RICARDO ALBUQUERQUE,6,0,2
2020-04-29,18:00:00,RIO COMPRIDO,33,3,21
2020-04-29,18:00:00,ROCHA,9,0,7
2020-04-29,18:00:00,ROCHA MIRANDA,21,2,13
2020-04-29,18:00:00,ROCINHA,53,6,39
2020-04-29,18:00:00,SAMPAIO,4,0,4
2020-04-29,18:00:00,SANTA CRUZ,41,10,22
2020-04-29,18:00:00,SANTA TERESA,20,1,18
2020-04-29,18:00:00,SANTISSIMO,24,2,15
2020-04-29,18:00:00,SANTO CRISTO,8,1,4
2020-04-29,18:00:00,SAO CONRADO,34,1,30
2020-04-29,18:00:00,SAO CRISTOVAO,19,1,12
2020-04-29,18:00:00,SAO FRANCISCO XAVIER,3,0,3
2020-04-29,18:00:00,SAUDE,1,0,1
2020-04-29,18:00:00,SENADOR CAMARA,18,3,13
2020-04-29,18:00:00,SENADOR VASCONCELOS,7,1,4
2020-04-29,18:00:00,SEPETIBA,11,3,6
2020-04-29,18:00:00,TANQUE,10,2,5
2020-04-29,18:00:00,TAQUARA,47,2,29
2020-04-29,18:00:00,TAUA,12,1,4
2020-04-29,18:00:00,TIJUCA,171,17,102
2020-04-29,18:00:00,TODOS OS SANTOS,9,1,6
2020-04-29,18:00:00,TOMAS COELHO,7,1,5
2020-04-29,18:00:00,TURIACU,2,0,2
2020-04-29,18:00:00,URCA,8,0,6
2020-04-29,18:00:00,VARGEM GRANDE,6,0,5
2020-04-29,18:00:00,VARGEM PEQUENA,3,1,2
2020-04-29,18:00:00,VAZ LOBO,16,1,7
2020-04-29,18:00:00,VICENTE DE CARVALHO,14,4,8
2020-04-29,18:00:00,VIDIGAL,6,1,2
2020-04-29,18:00:00,VIGARIO GERAL,18,5,8
2020-04-29,18:00:00,VILA DA PENHA,18,5,11
2020-04-29,18:00:00,VILA ISABEL,70,7,38
2020-04-29,18:00:00,VILA KENNEDY,1,1,0
2020-04-29,18:00:00,VILA KOSMOS,8,0,4
2020-04-29,18:00:00,VILA VALQUEIRE,16,2,6
2020-04-29,18:00:00,VISTA ALEGRE,12,1,6
2020-04-30,18:00:00,ABOLICAO,14,3,8
2020-04-30,18:00:00,ACARI,13,2,7
2020-04-30,18:00:00,AGUA SANTA,2,0,2
2020-04-30,18:00:00,ALTO DA BOA VISTA,8,1,4
2020-04-30,18:00:00,ANCHIETA,44,1,34
2020-04-30,18:00:00,ANDARAI,27,2,17
2020-04-30,18:00:00,ANIL,30,0,22
2020-04-30,18:00:00,BANCARIOS,8,2,3
2020-04-30,18:00:00,BANGU,136,22,83
2020-04-30,18:00:00,BARRA DA TIJUCA,301,17,225
2020-04-30,18:00:00,BARRA DE GUARATIBA,1,0,1
2020-04-30,18:00:00,BARROS FILHO,14,2,8
2020-04-30,18:00:00,BENFICA,24,5,14
2020-04-30,18:00:00,BENTO RIBEIRO,25,2,18
2020-04-30,18:00:00,BONSUCESSO,73,9,39
2020-04-30,18:00:00,BOTAFOGO,156,8,112
2020-04-30,18:00:00,BRAS DE PINA,41,5,27
2020-04-30,18:00:00,CACHAMBI,23,0,19
2020-04-30,18:00:00,CACUIA,11,2,7
2020-04-30,18:00:00,CAJU,8,2,4
2020-04-30,18:00:00,CAMORIM,4,0,3
2020-04-30,18:00:00,CAMPINHO,10,1,4
2020-04-30,18:00:00,CAMPO DOS AFONSOS,2,0,1
2020-04-30,18:00:00,CAMPO GRANDE,201,30,110
2020-04-30,18:00:00,CASCADURA,14,1,9
2020-04-30,18:00:00,CATETE,25,2,17
2020-04-30,18:00:00,CATUMBI,12,1,8
2020-04-30,18:00:00,CAVALCANTE,8,1,6
2020-04-30,18:00:00,CENTRO,62,4,43
2020-04-30,18:00:00,CIDADE DE DEUS,20,3,8
2020-04-30,18:00:00,CIDADE NOVA,1,0,1
2020-04-30,18:00:00,CIDADE UNIVERSITARIA,4,0,3
2020-04-30,18:00:00,COCOTA,3,1,1
2020-04-30,18:00:00,COELHO NETO,26,5,16
2020-04-30,18:00:00,COLEGIO,26,2,17
2020-04-30,18:00:00,COMPLEXO DO ALEMAO,4,0,4
2020-04-30,18:00:00,COPACABANA,281,30,183
2020-04-30,18:00:00,CORDOVIL,27,3,18
2020-04-30,18:00:00,COSME VELHO,9,1,8
2020-04-30,18:00:00,COSMOS,26,3,18
2020-04-30,18:00:00,COSTA BARROS,21,1,15
2020-04-30,18:00:00,CURICICA,21,3,12
2020-04-30,18:00:00,DEL CASTILHO,19,1,12
2020-04-30,18:00:00,DEODORO,12,1,7
2020-04-30,18:00:00,ENCANTADO,8,2,1
2020-04-30,18:00:00,ENGENHEIRO LEAL,1,0,1
2020-04-30,18:00:00,ENGENHO DA RAINHA,22,3,16
2020-04-30,18:00:00,ENGENHO DE DENTRO,31,3,19
2020-04-30,18:00:00,ENGENHO NOVO,47,4,28
2020-04-30,18:00:00,ESTACIO,11,1,6
2020-04-30,18:00:00,FLAMENGO,86,9,60
2020-04-30,18:00:00,FORA DO MUNICIPIO,165,1,146
2020-04-30,18:00:00,FREGUESIA-ILHA,22,2,19
2020-04-30,18:00:00,FREGUESIA-JPA,45,3,29
2020-04-30,18:00:00,GALEAO,8,3,5
2020-04-30,18:00:00,GAMBOA,2,0,2
2020-04-30,18:00:00,GARDENIA AZUL,13,5,6
2020-04-30,18:00:00,GAVEA,37,5,23
2020-04-30,18:00:00,GLORIA,9,1,4
2020-04-30,18:00:00,GRAJAU,30,3,21
2020-04-30,18:00:00,GUADALUPE,24,2,17
2020-04-30,18:00:00,GUARATIBA,27,4,15
2020-04-30,18:00:00,HIGIENOPOLIS,13,1,9
2020-04-30,18:00:00,HONORIO GURGEL,11,1,6
2020-04-30,18:00:00,HUMAITA,22,0,17
2020-04-30,18:00:00,INDEFINIDO,649,1,258
2020-04-30,18:00:00,INHAUMA,40,8,24
2020-04-30,18:00:00,INHOAIBA,13,2,6
2020-04-30,18:00:00,IPANEMA,122,10,86
2020-04-30,18:00:00,IRAJA,70,9,46
2020-04-30,18:00:00,ITANHANGA,31,4,22
2020-04-30,18:00:00,JACARE,16,3,7
2020-04-30,18:00:00,JACAREPAGUA,112,13,79
2020-04-30,18:00:00,JACAREZINHO,2,0,1
2020-04-30,18:00:00,JARDIM AMERICA,31,3,18
2020-04-30,18:00:00,JARDIM BOTANICO,45,3,35
2020-04-30,18:00:00,JARDIM CARIOCA,19,3,10
2020-04-30,18:00:00,JARDIM GUANABARA,33,3,19
2020-04-30,18:00:00,JARDIM SULACAP,11,3,6
2020-04-30,18:00:00,JOA,2,0,2
2020-04-30,18:00:00,LAGOA,67,1,57
2020-04-30,18:00:00,LARANJEIRAS,54,7,39
2020-04-30,18:00:00,LEBLON,136,3,112
2020-04-30,18:00:00,LEME,20,3,15
2020-04-30,18:00:00,LINS DE VASCONCELOS,15,1,12
2020-04-30,18:00:00,MADUREIRA,19,1,12
2020-04-30,18:00:00,MAGALHAES BASTOS,11,2,6
2020-04-30,18:00:00,MANGUEIRA,22,2,9
2020-04-30,18:00:00,MANGUINHOS,19,1,12
2020-04-30,18:00:00,MARACANA,26,4,15
2020-04-30,18:00:00,MARE,27,6,15
2020-04-30,18:00:00,MARECHAL HERMES,35,1,25
2020-04-30,18:00:00,MARIA DA GRACA,3,1,2
2020-04-30,18:00:00,MEIER,72,2,54
2020-04-30,18:00:00,MONERO,1,0,1
2020-04-30,18:00:00,OLARIA,42,4,28
2020-04-30,18:00:00,OSWALDO CRUZ,19,2,12
2020-04-30,18:00:00,PACIENCIA,36,5,23
